SpeciesName,CommonName
Eurybia eryngiifolia,"Thistle-Leaf Aster, Prickly Grassleaf Aster"
Eurybia hemispherica,"Southern Prairie Aster, Prairie Wood Aster, Southern Aster"
Eurybia jonesiae,"Jones’ Aster, Almut’s Wood Aster"
Eurybia spectabilis,"Eastern Showy Aster, Purple Wood Aster"
Eurybia surculosa,"Creeping Aster, Purple Aster, Michaux’s Wood Aster"
Eustachys floridana,"Two-Spike Fingergrass, Florida Fingergrass"
Eustachys glauca,Saltmarsh Fingergrass
Eustachys petraea,"Pinewoods Fingergrass, Dune Fingergrass, Rock Fingergrass"
Eustoma exaltatum,Catchfly Prairie-Gentian
Euthamia caroliniana,"Slender Goldentop, Coastal-Plain Goldentop"
Euthamia graminifolia,"Flat-Top Goldentop, Common Flat-Top-Goldenrod, Grassleaf Goldenrod"
Euthamia hirtipes,"Marsh Flat-Top Goldentop, Marsh Flat-Top Goldenrod"
Euthamia leptocephala,"Bushy Goldentop, Mississippi Valley Goldentop, Mississippi Valley Flat-Top-Goldenrod"
Eutrochium fistulosum,"Hollow-Stem Joe-Pye-Weed, Trumpet-Weed, Queen-Of-The Meadow, Kidney-Root"
Eutrochium purpureum,"Sweet-Scented Joe-Pye-Weed, Purple-Node Joe-Pye-Weed"
Evolvulus alsinoides var. angustifolius,Slender Dwarf-Morning-Glory
Evolvulus sericeus,"Silver Dwarf-Morning-Glory, Silky Morning-Glory, Creeping Morning-Glory"
Facelis retusa,Annual Trampweed
Fagopyrum esculentum,"Garden Buckwheat, Common Buckwheat"
Fagus grandifolia,"American Beech, Gray Beech"
Fallopia baldschuanica,"Silver-Lace-Vine, Chinese Fleece-Vine, Bukhara Fleece-Flower, Russian-Vine"
Fallopia convolvulus,"Black-Bindweed, Corn-Bindweed"
Fallopia dumetorum,"Corpse-Bindweed, European Climbing Buckwheat, Corpse Black-Bindweed,"
Fallopia scandens,"Climbing Buckwheat, Climbing False Buckwheat, Climbing Black-Bindweed"
Fatoua villosa,"Hairy Crabweed, Mulberry-Weed, Foolish-Weed"
Festuca paradoxa,"Clustered Fescue, Clustered Feather Grass"
Festuca rubra,Red Fescue
Festuca subverticillata,Nodding Fescue
Ficaria verna,Lesser Celandine
Ficus carica,"Edible Fig, Common Fig, Garden Fig"
Ficus pumila,"Climbing Fig, Creeping Fig"
Fimbristylis annua,Annual Fimbry
Fimbristylis autumnalis,Slender Fimbry
Fimbristylis brevivaginata,"Glade Fimbry, Flatrock Fimbry"
Fimbristylis caroliniana,Carolina Fimbry
Fimbristylis castanea,Marsh Fimbry
Fimbristylis decipiens,Southern Fimbry
Fimbristylis dichotoma,"Forked Fimbry, Tall Fimbry"
Fimbristylis littoralis,"Grass-Like Fimbry, Globe Fimbry"
Fimbristylis puberula,Hairy Fimbry
Fimbristylis schoenoides,Ditch Fimbry
Fimbristylis tomentosa,Woolly Fimbry
Fimbristylis vahlii,Vahl’s Fimbry
Firmiana simplex,"Chinese Parasol-Tree, Phoenix-Tree, Japanese Varnish-Tree"
Flaveria bidentis,Coastal-Plain Yellowtops
Fleischmannia incarnata,"Pink Thoroughwort, Pink Slender-Thoroughwort"
Forestiera acuminata,Eastern Swamp-Privet
Forestiera ligustrina,"Glade-Privet, Southern-Privet, Upland Swamp-Privet"
Forsythia viridissima,"Green-Stem Forsythia, Golden-Bells"
Fothergilla gardenii,"Dwarf Witch-Alder, Coastal Witch-Alder, Button-Hazel"
Fothergilla major,"Mountain Witch-Alder, Large Witch-Alder"
Fragaria virginiana,"Virginia Strawberry, Wild Strawberry"
Frangula caroliniana,"Carolina Buckthorn, Indian-Cherry, Carolina False Buckthorn"
Frasera caroliniensis,"American Columbo, Carolina-Gentian"
Fraxinus americana,"White Ash, American Ash"
Fraxinus biltmoreana,Biltmore Ash
Fraxinus caroliniana,"Carolina Ash, Water Ash, Pop Ash"
Fraxinus pennsylvanica,"Green Ash, Red Ash"
Fraxinus profunda,Pumpkin Ash
Fraxinus quadrangulata,"Blue Ash, Mountain Ash"
Froelichia floridana,"Field Snake-Cotton, Florida Cottonseed, Common Cottonweed"
Froelichia gracilis,"Slender Snake-Cotton, Slender Cottonweed"
Fuirena breviseta,"Saltmarsh Umbrella-Sedge, Short-Bristle Umbrella-Sedge"
Fuirena longa,"Coastal-Plain Umbrella-Sedge, Chapman's Umbrella-Sedge"
Fuirena pumila,Dwarf Umbrella-Sedge
Fuirena scirpoidea,Southern Umbrella-Sedge
Fuirena squarrosa,Hairy Umbrella-Sedge
Fumaria capreolata,"White Ramping Fumitory, Climbing Fumitory"
Fumaria officinalis,Drug Fumitory
Fumaria vaillantii,"Earthsmoke, Few-Flower Fumitory"
Gaillardia aestivalis var. aestivalis,"Lance-Leaf Blanket-Flower, Sandhill Blanket-Flower"
Gaillardia aestivalis var. flavovirens,Yellow Lance-Leaf Blanket-Flower
Gaillardia pulchella,"Firewheel, Blanket-Flower, Indian-Blanket"
Galactia erecta,Erect Milk-Pea
Galactia floridana,Florida Milk-Pea
Galactia microphylla,Little-Leaf Milk-Pea
Galactia mollis,Soft Milk-Pea
Galactia regularis,Eastern Milk-Pea
Galactia volubilis,Downy Milk-Pea
Galanthus nivalis,"Common Snowdrop, Flower-Of-Hope"
Galax urceolata,"Beetle-Weed, Galax, Wandflower"
Galearis spectabilis,"Showy Orchis, Purple-Hooded Orchis, Showy Orchid"
Galinsoga parviflora,"Gallant-Soldier, Lesser Peruvian-Daisy"
Galinsoga quadriradiata,"Shaggy-Soldier, Common Peruvian-Daisy, Devil’s-Delight"
Galium anglicum,English Bedstraw
Galium aparine,"Cleavers, Sticky-Willy, Catchweed Bedstraw, Goose-Grass"
Galium circaezans,"Licorice Bedstraw, Forest Bedstraw, Woods Bedstraw, Wild Licorice"
Galium divaricatum,Lamarck’s Bedstraw
Galium hispidulum,Coastal Bedstraw
Galium lanceolatum,"Lance-Leaf Wild Licorice, Lance-Leaf Bedstraw, Torrey’s Wild Licorice"
Galium latifolium,"Purple Bedstraw, Wide-Leaf Bedstraw"
Galium obtusum,"Blunt-Leaf Bedstraw, Wild Madder, Large Marsh Bedstraw"
Galium orizabense ssp. laevicaule,Bald Bedstraw
Galium parisiense,Wall Bedstraw
Galium pedemontanum,"Piedmont-Bedstraw, Piedmont Crosswort"
Galium pilosum,Hairy Bedstraw
Galium sherardia,Blue Field-Madder
Galium tinctorium,"Stiff Marsh Bedstraw, Three-Lobed Bedstraw, Clayton’s Bedstraw, Dye Bedstraw"
Galium triflorum,"Fragrant Bedstraw, Sweet-Scented Bedstraw"
Galium uniflorum,"One-Flower Bedstraw, Black-Fruit Bedstraw"
Galium virgatum,"Southwestern Bedstraw, Ozark Bedstraw, Dwarf Bedstraw"
Gamochaeta antillana,"Delicate Everlasting, Antilles Everlasting, Caribbean Everlasting"
Gamochaeta argyrinea,"Silvery Cudweed, Silvery Everlasting"
Gamochaeta calviceps,Narrowleaf Purple Everlasting
Gamochaeta chionesthes,"Caribbean Everlasting, White-Cloaked Cudweed, Snow-White Everlasting"
Gamochaeta coartata,"Gray Everlasting, Elegant Cudweed"
Gamochaeta pensylvanica,Pennsylvania Everlasting
Gamochaeta purpurea,"Purple Cudweed, Spoon-Leaf Cudweed, Spoon-Leaf Purple Everlasting"
Gamochaeta simplicicaulis,"Simple-Stem Everlasting, Simple-Stem Cudweed"
Gaudinia fragilis,"Fragile-Oat, French Oatgrass"
Gaultheria procumbens,"Eastern Teaberry, Wintergreen, Checker-Berry"
Gaylussacia baccata,"Black Huckleberry, Crackleberry"
Gaylussacia dumosa,"Southern Dwarf Huckleberry, Gopher-Berry"
Gaylussacia mosieri,"Woolly Huckleberry, Mosier's Huckleberry"
Gaylussacia nana,"Confederate Huckleberry, Dwarf Dangleberry, Small Dangleberry"
Gaylussacia tomentosa,"Hairy-Twig Huckleberry, Hairy Dangleberry, Woolly Dangleberry"
Gelsemium rankinii,"Swamp Jessamine, Rankin’s Trumpet-Flower, Rankin’s Jessamine"
Gelsemium sempervirens,"Carolina Jessamine, Yellow Jessamine, Evening Trumpet-Flower Poor-Man’s-Rope"
Gentiana catesbaei,"Coastal-Plain Gentian, Elliott’s Gentian, Catesby’s Gentian"
Gentiana saponaria,"Soapwort Gentian, Harvest-Bells, Bottle Gentian"
Gentiana villosa,"Striped Gentian, Pale Gentian"
Geranium carolinianum,"Carolina Crane’s-Bill, Carolina Geranium"
Geranium dissectum,"Cutleaf Crane’s-Bill, Cutleaf Geranium"
Geranium maculatum,"Wild Geranium, Spotted Geranium, Wood Geranium, Spotted Crane’s-Bill"
Geranium molle,"Dove-Foot Crane’s-Bill, Dove’s-Foot Geranium"
Geum canadense,White Avens
Geum donianum,Southern Barren-Strawberry
Geum lobatum,"Piedmont Barren-Strawberry, Lobed Barren-Strawberry"
Geum vernum,Spring Avens
Geum virginianum,"Cream Avens, Cream-Color Avens, Pale Avens"
Gillenia stipulata,"American Ipecac, Midwestern Indian-Physic"
Gillenia trifoliata,"Bowman’s-Root, Mountain Indian-Physic"
Gladiolus ×gandavensis,Garden Gladiolus
Gladiolus communis,"Corn-Flag, Byzantine Gladiolus, Sword-Lily, False Corn-Flag, Hardy Gladiolus"
Gladiolus dalenii,"Dalen’s Gladiolus, Dragon’s-Head-Lily, African Parrot Gladiolus"
Glandularia ×hybrida,"Garden Vervain, Garden Verbena"
Glandularia bipinnatifida,"Dakota Vervain, Dakota Mock Vervain, Prairie Verbena"
Glandularia canadensis,"Rose Vervain, Rose Mock Vervain, Rose Verbena"
Glandularia pulchella,"Moss Vervain, South American Vervain, South American Mock Vervain, Moss Verbena"
Glandularia tenera,"Latin American Mock Vervain, Rock Verbena"
Glebionis coronaria,"Crown-Daisy, Garland Chrysanthemum"
Glebionis segetum,"Corn-Daisy, Corn-Marigold, Corn Chrysanthemum"
Glechoma hederacea,"Ground-Ivy, Gill-Over-The-Ground"
Gleditsia aquatica,Water-Locust
Gleditsia triacanthos,"Honey-Locust, Sweet-Locust"
Glochidion puberum,Needlebush
Glyceria acutiflora,Creeping Mannagrass
Glyceria septentrionalis,"Floating Mannagrass, Eastern Mannagrass"
Glyceria striata,"Fowl Mannagrass, Nerved Mannagrass"
Glycine max,Soybean
Gomphrena globosa,Common Globe-Amaranth
Gomphrena serrata,"Prostrate Globe-Amaranth, Arrasa-Con-Todo"
Gonolobus suberosus,"Angular-Fruit Milkvine, Angle-Pod, Climbing Milkweed"
Goodyera pubescens,"Downy Rattlesnake-Plantain, Downy Rattlesnake Orchid"
Gordonia lasianthus,Loblolly-Bay
Gossypium hirsutum,Upland Cotton
Gratiola amphiantha,"Granite Pool-Sprite, Snorkelwort, Little Amphianthus"
Gratiola aurea,"Golden Hedge-Hyssop, Yellow Hedge-Hyssop, Golden-Pert"
Gratiola brevifolia,Sticky Hedge-Hyssop
Gratiola floridana,Florida Hedge-Hyssop
Gratiola neglecta,"Clammy Hedge-Hyssop, Mud-Hyssop"
Gratiola quartermaniae,"Limestone Hedge-Hyssop, Quarterman’s Hedge-Hyssop"
Gratiola ramosa,Branched Hedge-Hyssop
Gratiola virginiana,"Round-Fruit Hedge-Hyssop, Virginia Hedge-Hyssop"
Gratiola viscidula,Short's Hedge-Hyssop
Grindelia lanceolata,"Narrowleaf Gumweed, Spiny-Tooth Gumweed"
Guizotia abyssinica,"Niger-Seed, Niger-Thistle, Ramtilla"
Gymnocladus dioicus,"Kentucky Coffee-Tree, Coffee-Bean, Luck-Bean"
Gymnopogon ambiguus,"Bearded Skeleton Grass, Eastern Beardgrass"
Gymnopogon brevifolius,"Shortleaf Manna Grass, Slim Skeleton Grass, Pineland Beardgrass"
Gynandropsis gynandra,"Spiderwisp, African Spider-Flower, Cat’s-Whiskers, African- Cabbage"
Gypsophila elegans,"Showy Baby’s-Breath, Annual Baby’s-Breath"
Gypsophila oldhamiana,Oldham’s Baby’s-Breath
Habenaria quinqueseta,"Long-Horn Bog Orchid, Michaux’s Orchid, Long-Horn False Rein Orchid"
Habenaria repens,"Water-Spider Orchid, Floating Orchid, Water-Spider Bog Orchid, Water-Spider False Rein Orchid"
Habranthus tubispathus,Rio Grande Copper-Lily
Hackelia virginiana,"Virginia Stickseed, Beggar’s-Lice"
Hackelochloa granularis,Pit-Scale Grass
Halesia carolina,"Little Silverbell, Small-Flower Silverbell"
Halesia diptera,"Two-Wing Silverbell, Snowdrop-Tree"
Halesia tetraptera,"Common Silverbell, Opossum-Wood, Four-Winged Silverbell, Carolina Silverbell"
Halodule wrightii,"Shoal-Grass, Shoalweed, Sea-Grass"
Hamamelis ovalis,"Mississippi Witch-Hazel, Camp Shelby Witch-Hazel, Leonard’s Witch-Hazel"
Hamamelis virginiana,"American Witch-Hazel, Virginia Witch-Hazel"
Harperella fluviatilis,"Gulf River Harperella, Piedmont Mock Bishopweed"
Hedeoma drummondii,Drummond’s False Pennyroyal
Hedeoma hispida,Rough False Pennyroyal
Hedeoma pulegioides,"American False Pennyroyal, American Pennyroyal"
Hedera helix,"English Ivy, Common Ivy"
Hedychium coronarium,"White Ginger-Lily, White Garland-Lily"
Helanthium parvulum,"Mud-Babies, Dwarf Burhead, Little Burhead"
Helenium amarum,"Bitterweed, Yellowdicks, Bitter Sneezeweed"
Helenium autumnale,"Common Sneezeweed, Fall Sneezeweed, Yellow Sneezeweed"
Helenium brevifolium,"Shortleaf Sneezeweed, Bog Sneezeweed, Little-Leaf Sneezeweed"
Helenium flexuosum,Purple-Head Sneezeweed
Helenium pinnatifidum,Southeastern Sneezeweed
Helenium vernale,"Savannah Sneezeweed, Spring Sneezeweed"
Helianthus ×laetiflorus,"Showy Sunflower, Cheerful Sunflower"
Helianthus angustifolius,"Narrowleaf Sunflower, Swamp Sunflower"
Helianthus annuus,Common Sunflower
Helianthus atrorubens,"Purple-Disk Sunflower, Appalachian Sunflower, Dark-Eye Sunflower"
Helianthus debilis ssp. cucumerifolius,Cucumber-Leaf Sunflower
Helianthus debilis ssp. tardiflorus,Late-Flowering Beach Sunflower
Helianthus decapetalus,"Thin-Leaf Sunflower, Forest Sunflower"
Helianthus divaricatus,"Woodland Sunflower, Spreading Sunflower"
Helianthus eggertii,Eggert’s Sunflower
Helianthus floridanus,Florida Sunflower
Helianthus giganteus,"Giant Sunflower, Tall Sunflower"
Helianthus grosseserratus,Saw-Tooth Sunflower
Helianthus heterophyllus,"Variable-Leaf Sunflower, Savannah Sunflower"
Helianthus hirsutus,"Hairy Sunflower, Stiff-Hair Sunflower, Whiskered Sunflower"
Helianthus longifolius,Longleaf Sunflower
Helianthus maximiliani,"Maximilian’s Sunflower, Michaelmas-Daisy"
Helianthus microcephalus,"Small-Head Sunflower, Small Woodland Sunflower"
Helianthus mollis,"Ashy Sunflower, Gray Sunflower, Downy Sunflower"
Helianthus occidentalis,"Western Sunflower, Few-Leaf Sunflower, Naked-Stem Sunflower"
Helianthus porteri,"Confederate-Daisy, Porter’s-Sunflower, Porter’s Golden-Eye"
Helianthus radula,"Rayless Sunflower, Pineland Sunflower, Roundleaf Sunflower"
Helianthus resinosus,"Resin-Dot Sunflower, Resinous Sunflower"
Helianthus silphioides,Rosinweed Sunflower
Helianthus simulans,Muck Sunflower
Helianthus smithii,Smith’s Sunflower
Helianthus strumosus,"Pale-Leaf Woodland Sunflower, Rough Sunflower, Roughleaf Sunflower"
Helianthus tuberosus,Jerusalem-Artichoke
Helianthus verticillatus,Whorled Sunflower
Heliopsis gracilis,"Smooth Oxeye, Pineywoods Oxeye, Coastal-Plain Sunflower-Everlasting"
Heliopsis helianthoides,"Eastern Oxeye, Eastern Sunflower-Everlasting, False Sunflower"
Heliotropium amplexicaule,"Clasping Heliotrope, Blue Heliotrope, Wild Heliotrope"
Heliotropium curassavicum,"Seaside Heliotrope, Salt Heliotrope"
Heliotropium europaeum,"European Heliotrope, Common Heliotrope, European Turnsole"
Heliotropium indicum,"Indian Turnsole, Indian Heliotrope"
Heliotropium procumbens,Four-Spike Heliotrope
Heliotropium tenellum,"Pasture Heliotrope, Delicate Heliotrope, Slender Heliotrope"
Hemerocallis fulva,"Orange Day-Lily, Tawny Day-Lily"
Hemiscola diffusa,Spreading Spider-Flower
Hesperis matronalis,"Dame's Rocket, Sweet Rocket, Mother-Of-The-Evening"
Heteranthera dubia,"Water Star-Grass, Grassleaf Mud-Plantain"
Heteranthera limosa,"Blue Mud-Plantain, Duck-Salad"
Heteranthera reniformis,Kidney-Leaf Mud-Plantain
Heteropogon melanocarpus,Sweet Tanglehead
Heterotheca camporum var. glandulissimum,"Lemon-Yellow False Golden-Aster, Nashville Camphorweed, Prairie Golden-Aster"
Heterotheca subaxillaris ssp. latifolia,Common Camphorweed
Heterotheca subaxillaris ssp. subaxillaris,Dune Camphorweed
Heuchera americana,"American Alumroot, Common Alumroot, Rock-Geranium"
Heuchera longiflora,Long-Flower Alumroot
Heuchera parviflora,"Little-Flower Alumroot, Cave Alumroot, Small-Flower Alumroot"
Heuchera villosa,"Hairy Alumroot, Rock Alumroot, Maple-Leaf Alumroot"
Hexalectris spicata,"Spiked Crested Coralroot, Brunetta"
Hexastylis arifolia var. arifolia,"Arrowleaf Heartleaf, Arrowleaf Ginger, Little-Brown-Jug"
Hexastylis arifolia var. callifolia,"Coastal- Plain Heartleaf, Colonial Heartleaf"
Hexastylis arifolia var. ruthii,"Appalachian Heartleaf, Ruth’s Ginger, Appalachian Little-Brown-Jug"
Hexastylis heterophylla,"Variable-Leaf Heartleaf, Ashe’s Ginger"
Hexastylis shuttleworthii var. harperi,"Harper's Large-Flower Heartleaf, Harper’s Wild Ginger, Callaway Ginger"
Hexastylis shuttleworthii var. shuttleworthii,"Large-Flower Heartleaf, Shuttleworth’s Ginger"
Hexastylis speciosa,"Harper’s Heartleaf, Harper’s Ginger"
Hibiscus aculeatus,"Comfort-Root, Pineland Hibiscus, Savannah Hibiscus, Pineland Mallow"
Hibiscus coccineus,"Scarlet Rose-Mallow, Scarlet Hibiscus, Swamp Hibiscus, Texas-Star"
Hibiscus grandiflorus,"Swamp Rose-Mallow, Large-Flower Hibiscus"
Hibiscus laevis,"Halberd-Leaf Rose-Mallow, Smooth Rose-Mallow, Showy Hibiscus"
Hibiscus lasiocarpos,"Woolly Rose-Mallow, Hairy-Fruit Rose-Mallow, Hairy Rose-Mallow"
Hibiscus moscheutos,"Common Rose-Mallow, Crimson-Eye Rose-Mallow, Mallow-Rose"
Hibiscus mutabilis,"Confederate-Rose, Dixie Rose-Mallow"
Hibiscus syriacus,Rose-Of-Sharon
Hibiscus trionum,"Flower-Of-An-Hour, Venice-Mallow"
Hieracium gronovii,"Hairy Hawkweed, Beaked Hawkweed, Queen-Devil"
Hieracium marianum,Maryland Hawkweed
Hieracium venosum,"Rattlesnake-Weed, Veiny Hawkweed"
Holcus lanatus,"Common Velvetgrass, Salem Grass, Yorkshire-Fog"
Holosteum umbellatum,Jagged Chickweed
Hordeum murinum ssp. leporinum,Hare Barley
Hordeum pusillum,"Little Barley, Mouse Barley"
Hordeum vulgare,Common Barley
Hottonia inflata,"American Featherfoil, Water-Violet"
Houstonia caerulea,"Azure Bluet, Common Bluet, Quaker-Ladies, Innocence"
Houstonia lanceolata,"Lance-Leaf Bluet, Midwestern Summer Bluet, Calycose Bluet"
Houstonia longifolia var. compacta,Eastern Longleaf Bluet
Houstonia micrantha,"Southern Bluet, Small-Flower Bluet"
Houstonia nigricans,"Diamond-Flowers, Prairie-Bluet, Narrowleaf Bluet"
Houstonia procumbens,"Roundleaf Bluet, Creeping Bluet, Fairy-Footprints"
Houstonia purpurea,"Venus’-Pride, Summer Bluet, Purple Bluet, Mountain Bluet, Woodland Bluet"
Houstonia pusilla,"Tiny Bluet, Small Bluet, Star-Violet, Least Bluet"
Houstonia rosea,"Rose Bluet, Pygmy Bluet"
Houstonia tenuifolia,"Slender-Leaf Bluet, Diffuse-Branched Bluet"
Houttuynia cordata,Chameleon-Plant
Humulus japonicus,Japanese Hops
Humulus lupulus,Common Hops
Huperzia lucidula,"Shining Clubmoss, Shining Firmoss"
Huperzia porophila,"Rock Clubmoss, Rock Firmoss"
Hybanthus concolor,Eastern Green-Violet
Hydrangea arborescens,"Smooth Hydrangea, Wild Hydrangea, Nine-Bark Hydrangea"
Hydrangea cinerea,"Ashy Hydrangea, Deam’s Hydrangea"
Hydrangea quercifolia,"Oak-Leaf Hydrangea, Seven-Bark Hydrangea"
Hydrastis canadensis,Goldenseal
Hydrilla verticillata,"Water-Thyme, Hydrilla"
Hydrocotyle bonariensis,"Large-Leaf Pennywort, Seaside Pennywort, Dune Water-Pennywort"
Hydrocotyle prolifera,"Proliferous Marsh-Pennywort, Proliferous Water-Pennywort, Canby's Marsh-Pennywort"
Hydrocotyle ranunculoides,"Floating Marsh-Pennywort, Floating Pennywort, Floating Water-Pennywort, Swamp Water-Pennywort"
Hydrocotyle sibthorpioides,"Lawn Pennywort, Lawn Water-Pennywort, Lawn Marsh-Pennywort"
Hydrocotyle umbellata,"Many-Flower Marsh-Pennywort, Many-Flower Pennywort, Umbrella Water-Pennywort"
Hydrocotyle verticillata,"Whorled Marsh-Pennywort, Whorled Pennywort, Whorled Water-Pennywort"
Hydrolea ovata,"Ovate False Fiddleleaf, Hairy Hydrolea"
Hydrolea quadrivalvis,Water-Pod
Hydrolea uniflora,"One-Flower False Fiddleleaf, Smooth Hydrolea"
Hydrophyllum appendiculatum,"Great Waterleaf, Appendage Waterleaf, Notch-Bract Waterleaf"
Hydrophyllum canadense,"Broadleaf Waterleaf, Canadian Waterleaf, Blunt-Leaf Waterleaf, Maple-Leaf Waterleaf"
Hydrophyllum macrophyllum,"Large-Leaf Waterleaf, Hairy Waterleaf"
Hygrophila lacustris,Gulf Swampweed
Hygrophila polysperma,Indian Swampweed
Hylodesmum glutinosum,"Pointed-Leaf Tick-Trefoil, Heartleaf Tick-Trefoil, Clusterleaf Tick-Trefoil"
Hylodesmum nudiflorum,Naked-Flower Tick-Trefoil
Hylodesmum pauciflorum,Few-Flower Tick-Trefoil
Hylotelephium erythrostictum,"Garden Stonecrop, Garden Orpine, Live-Forever"
Hylotelephium telephium,"Witch’s-Moneybags, Orpine, Live-Long"
Hymenocallis choctawensis,"Choctaw Spider-Lily, Florida Panhandle Spider-Lily"
Hymenocallis coronaria,"Cahaba-Lily, Shoals Spider-Lily"
Hymenocallis liriosme,"Spring Spider-Lily, Texas Spider-Lily, Western Marsh Spider-Lily, Louisiana Marsh Spider-Lily"
Hymenocallis occidentalis,"Northern Spider-Lily, Carolina Spider-Lily, Swamp Spider-Lily, Woodland Spider-Lily, Hammock Spider-Lily"
Hymenopappus scabiosaeus,"Carolina Woolly-White, Old-Plainsman"
Hymenophyllum tayloriae,"Taylor’s Filmy Fern, Gorge Filmy Fern"
Hymenoxys odorata,"Bitter Rubberweed, Western Bitterweed, Poison Rubberweed"
Hypericum brachyphyllum,"Coastal-Plain St. John’s-Wort, Shortleaf St. John’s-Wort"
Hypericum canadense,Canadian St. John’s-Wort
Hypericum cistifolium,Round-Pod St. John’s-Wort
Hypericum crux-andreae,St. Peter’s-Wort
Hypericum densiflorum var. densiflorum,"Bushy St. John’s-Wort, Mountain Bushy St. John’s-Wort"
Hypericum densiflorum var. interior,"Interior St. John's-Wort, Interior Bushy St. John's-Wort"
Hypericum denticulatum,Coppery St. John’s-Wort
Hypericum dolabriforme,"Straggling St. John’s-Wort, Glade St. John’s-Wort"
Hypericum drummondii,"Nits-And-Lice, Drummond's St.-John's-Wort"
Hypericum fasciculatum,"Peel-Bark St. John’s-Wort, Narrowleaf St. John’s-Wort, Sand-Weed"
